gene_name,logFC,adj.P.Val
Mapk14,-0.37,0.761
Psmg1,0.38,0.88
RP23-39I3.2,-0.39,0.896
Ucp2,0.11,0.978
Usp5,-0.11,0.987
RP23-89C10.1,0.43,0.849
Srp19,-0.4,0.761
Chm,0.17,0.967
Smyd5,-0.28,0.945
Bzw1,-0.35,0.733
Utp18,0.34,0.895
Asph,0.36,0.707
Arhgap18,0.15,0.977
Kat2a,-0.27,0.93
Idh3b,0.38,0.806
Sac3d1,0.38,0.897
Phip,0.4,0.797
Mfsd10,-0.39,0.853
Msra,-0.14,0.974
Ankhd1,-0.3,0.92
Lamp1,0.31,0.656
Dap3,-0.26,0.935
Tnfrsf11a,-0.44,0.85
Nol12,-0.078,0.987
Neurl1a,0.075,0.988
Usp22,-0.46,0.819
Ints10,0.27,0.931
Lsm8,-0.46,0.816
Zfp157,0.35,0.907
Mtap,-0.28,0.93
Rngtt,0.35,0.89
Klhl5,-0.36,0.909
Lmf2,0.38,0.9
Crcp,0.33,0.918
Ccdc106,0.29,0.93
Lnpk,0.019,0.996
Akap8l,-0.44,0.796
Tap2,-0.31,0.896
Nhp2,0.43,0.799
Dock7,0.15,0.964
Rnaseh2b,0.15,0.977
Clcn3,-0.25,0.947
Ppp4r1,-0.11,0.985
Fam149b,0.28,0.938
Kansl1l,0.31,0.914
Pcsk7,-0.22,0.952
Rcl1,-0.13,0.977
Mrps33,0.28,0.904
Med10,0.38,0.786
Mvb12a,0.41,0.879
Nfu1,0.32,0.774
Tank,-0.0095,0.999
Wdfy3,0.17,0.966
Sh3bp5,-0.094,0.99
Usp19,0.056,0.99
Slc8b1,0.34,0.902
Eci1,-0.43,0.827
Edc3,-0.23,0.946
Prmt2,-0.24,0.937
Dnajc25,0.35,0.87
Nup214,0.39,0.888
Slc17a5,-0.084,0.988
Arhgap22,0.42,0.807
Pdap1,0.31,0.924
Slc25a3,0.42,0.74
Nudt22,-0.33,0.907
Snrpa,-0.35,0.877
Usp39,0.1,0.985
Atg10,-0.11,0.987
Igfbp4,-0.32,0.93
Appl2,-0.42,0.832
Sfxn1,-0.35,0.896
Ccdc97,-0.34,0.896
Pja2,-0.47,0.807
Gpr65,0.28,0.956
Sncaip,-0.16,0.972
Atg14,0.39,0.859
Jmjd6,-0.43,0.826
Srpk3,0.097,0.987
Mllt10,-0.15,0.977
Utp4,-0.36,0.903
Pex5,-0.085,0.987
Ube2l6,-0.099,0.986
Aes,0.32,0.896
Trim28,0.37,0.864
Tmbim1,-0.46,0.839
Bop1,0.07,0.989
Hcst,0.35,0.903
Trip4,0.086,0.987
Cables2,-0.37,0.927
Synj2bp,0.41,0.858
Snx12,-0.29,0.929
Tbc1d22a,0.38,0.884
March2,0.45,0.824
Wdr18,-0.37,0.851
RP23-386A17.6,0.071,0.988
Arid5a,0.41,0.84
Fiz1,-0.12,0.982
Gstk1,0.053,0.99
Stam2,-0.31,0.898
RP23-140G16.2,0.21,0.948
Mtx1,0.42,0.858
Atg101,0.37,0.801
Cetn3,0.41,0.746
Chd2,0.41,0.804
S100a1,0.27,0.936
Etnk1,-0.41,0.886
Rtn4,0.45,0.817
Arhgap27,-0.43,0.842
Phf11b,-0.24,0.937
Arhgap39,0.36,0.881
Sfr1,0.35,0.736
Ptrh2,-0.32,0.924
Eef1g,0.32,0.881
Sdhaf1,0.087,0.987
Hdgfrp2,0.18,0.964
Psmg3,-0.34,0.895
Rffl,-0.25,0.929
Med17,-0.32,0.9
Gab1,-0.046,0.993
Fastkd2,-0.15,0.973
Gpd1l,-0.29,0.92
RP23-70J9.6,-0.046,0.99
Imp4,-0.46,0.774
Pold2,-0.22,0.957
RP23-375N21.2,0.71,0.858
Syvn1,0.013,0.998
Ext2,0.37,0.805
Glrx3,-0.36,0.804
Atp5c1,-0.36,0.735
Rnf13,-0.4,0.705
Slbp,0.32,0.879
Cyb5r4,0.099,0.986
Ctnnbl1,-0.37,0.863
Trappc12,0.38,0.865
Usp47,0.33,0.896
Exosc5,0.28,0.927
Slc16a7,-0.24,0.944
Nhlrc2,-0.048,0.991
Tgfbrap1,0.26,0.944
Top3b,0.037,0.993
Ppp1cc,0.24,0.931
Rela,-0.41,0.747
Dolk,0.21,0.957
Anapc7,0.24,0.95
Xpo6,0.19,0.96
Arpc5,0.33,0.704
Anapc2,-0.38,0.853
Zfp622,-0.41,0.851
Tfam,0.046,0.99
Galk1,0.16,0.963
Cnot7,-0.4,0.913
Gabarapl2,-0.24,0.925
Srsf1,0.34,0.865
Dalrd3,-0.3,0.892
Taok3,0.39,0.849
Camk1d,-0.38,0.896
Ncln,-0.35,0.851
Ubn2,0.42,0.868
Vps9d1,-0.31,0.897
Atp5g3,0.38,0.736
Tmem184c,0.22,0.948
Ift46,0.16,0.973
Exd2,0.19,0.959
Cdc16,-0.36,0.826
Nrf1,-0.32,0.908
Map3k4,0.16,0.966
Cdkn2d,0.33,0.923
Tbca,0.41,0.801
Metap1d,-0.25,0.934
Tmem71,-0.27,0.936
Cct4,-0.38,0.754
Manba,0.15,0.969
Tipin,0.39,0.895
Utp11,-0.41,0.792
Taok1,0.41,0.891
Slf2,-0.44,0.871
Rab6b,-0.081,0.987
Vrk1,-0.43,0.801
Mrpl16,0.42,0.872
Cstf1,-0.16,0.96
Orc2,-0.18,0.963
Slc35a4,-0.41,0.814
Cd3eap,0.22,0.948
Pam16,0.29,0.93
Anapc1,0.055,0.99
Ppp1r12c,-0.39,0.853
Ano6,0.32,0.92
Sumf2,0.2,0.948
Uqcc1,0.033,0.993
Rnf5,-0.38,0.772
Ndufaf2,0.21,0.953
Secisbp2l,0.46,0.84
Rpp21,-0.43,0.841
Immp1l,0.4,0.847
Rab20,-0.45,0.799
Ap2s1,0.34,0.829
Ppp1r14b,0.39,0.826
Tmem126b,-0.36,0.906
Zc3h10,-0.26,0.941
Pcca,0.25,0.936
Irf2,0.35,0.776
Znfx1,0.22,0.955
Spns1,-0.36,0.874
Uso1,-0.35,0.851
Drg1,-0.34,0.764
Pik3r6,-0.024,0.996
Itga9,-0.026,0.996
Hspa9,0.4,0.791
Nudt9,0.36,0.764
Fkbp9,-0.31,0.919
Stk25,-0.36,0.82
Umps,-0.4,0.84
Ssh2,-0.46,0.719
Gopc,0.13,0.977
Pex7,-0.4,0.852
Dennd6a,-0.35,0.846
Trpm4,-0.021,0.996
Ms4a6d,-0.4,0.734
Slc12a6,-0.22,0.945
Hadhb,0.31,0.892
Eid1,0.28,0.934
Rabgef1,3e-4,1
Tmem237,-0.14,0.98
Me2,0.12,0.979
Ctr9,-0.12,0.977
Yipf6,0.032,0.993
Prkar1b,0.09,0.987
Tial1,0.33,0.878
Ccdc82,0.37,0.903
Ints4,0.35,0.903
Cyld,-0.39,0.853
Ccdc59,-0.41,0.839
Mpc1,0.21,0.938
Upf2,0.3,0.902
Fam234a,-0.23,0.943
Trim30d,-0.096,0.987
S1pr1,0.44,0.799
Dph3,0.29,0.929
Gmppa,0.11,0.977
Slc45a4,-0.11,0.984
Frrs1,0.36,0.832
Snrpe,-0.43,0.827
Cdip1,-0.42,0.827
Tmed1,-0.38,0.891
Dgcr14,-0.3,0.898
Sf3b4,0.3,0.902
Ptdss2,-0.27,0.928
Pcbd2,-0.18,0.964
Atp5k,0.41,0.811
Etfa,-0.39,0.804
Gabarap,0.34,0.734
Nat9,0.12,0.985
Tbl3,0.16,0.962
Klf6,0.48,0.68
Chchd3,0.37,0.82
Eef2kmt,0.22,0.944
Trio,-0.14,0.979
RP23-218F13.7,0.01,0.998
Vps72,0.3,0.879
Nadk,-0.36,0.804
Fdx1,0.15,0.977
Usp3,0.35,0.896
Sp110,0.083,0.987
Psmg2,-0.16,0.96
Brox,-0.33,0.878
Rnf44,-0.03,0.994
Rad1,-0.22,0.942
Setd2,0.37,0.863
Cep63,0.16,0.962
Slc11a2,-0.26,0.925
Fbxo28,0.026,0.994
Dcps,0.082,0.985
Stk16,-0.33,0.906
Mknk2,0.22,0.949
RP23-338E5.2,0.35,0.806
Eif6,0.37,0.796
R3hcc1l,0.04,0.99
Meaf6,0.2,0.944
Cd33,-0.33,0.708
Unc50,0.38,0.738
Pim3,-0.052,0.99
Pgm1,-0.046,0.99
Nfam1,-0.4,0.748
Mdm4,-0.33,0.888
Adora3,-0.32,0.851
Lyar,-0.35,0.887
Fam69a,-0.37,0.881
Trit1,-0.31,0.894
Mrpl37,-0.3,0.898
Cerk,0.43,0.815
Prkag1,-0.36,0.879
Ndufs5,0.25,0.902
Med4,-0.36,0.896
Dhps,-0.12,0.977
Haus3,0.29,0.93
Mtif3,0.36,0.91
Rsbn1,-0.28,0.917
Clec5a,0.35,0.747
Ftsj1,0.057,0.99
Zbtb2,-0.045,0.99
Ywhag,0.16,0.972
Rnf138,-0.41,0.864
Sfpq,0.38,0.872
Neurl3,-0.46,0.803
Zfp746,-0.11,0.977
Cdkn1c,-0.18,0.963
Cxcl2,0.38,0.987
Dtd1,0.079,0.987
Eif4g1,0.17,0.956
Clp1,-0.32,0.904
Prkcsh,-0.14,0.97
Usp10,-0.32,0.922
Hint1,0.42,0.755
Elovl5,-0.3,0.923
Mnat1,0.35,0.859
Spata13,0.47,0.85
Golph3l,0.13,0.979
Tab2,0.46,0.895
Ergic3,0.39,0.74
Abcf2,-0.23,0.937
Mfap1a,-0.19,0.949
Mdh1,0.31,0.712
Gsr,-0.31,0.93
Pofut2,0.21,0.939
Tomm34,-0.38,0.821
Kmt2a,-0.066,0.99
Vps52,0.16,0.962
Eif1a,-0.4,0.84
Tmem41a,0.2,0.961
Ccdc88b,0.38,0.895
Xaf1,0.3,0.91
Mapre2,0.35,0.792
Golm1,-0.32,0.69
Rab10os,-0.2,0.939
Ngly1,-0.37,0.849
Sec24b,0.026,0.994
Urgcp,0.12,0.983
Sharpin,0.4,0.841
Trim44,0.22,0.945
Pink1,-0.35,0.811
Trmt13,0.09,0.985
Timm9,-0.2,0.954
Jmjd1c,0.47,0.769
Fbxo33,-0.28,0.941
Rbm25,0.35,0.731
Rfxank,-0.11,0.986
Mpeg1,0.66,0.747
Pgp,0.38,0.847
Cd200r1,-0.28,0.935
Nol11,-0.32,0.883
Timm44,-0.22,0.949
Fbxl6,0.33,0.897
Pik3cb,-0.044,0.99
Cebpz,0.34,0.799
Chka,-0.38,0.849
Ebpl,-0.32,0.916
Ddx17,0.48,0.881
Gripap1,-0.16,0.951
Hars2,-0.24,0.934
Ndufv1,-0.4,0.816
Mctp1,-0.2,0.943
Prrc2c,0.42,0.819
Trnau1ap,0.42,0.841
Etv1,-0.18,0.952
RP24-315N18.1,-0.18,0.967
Ak2,-0.34,0.829
Zfp740,-0.19,0.959
Abi3,-0.32,0.72
Elp5,0.37,0.867
B9d2,0.29,0.917
Reps1,0.15,0.959
Ndufs2,-0.37,0.793
Med15,0.12,0.978
Wnk1,0.58,0.805
Prps2,-0.31,0.917
Cct8,-0.36,0.75
Col27a1,-0.37,0.905
Cd1d1,0.25,0.931
Wdr41,0.2,0.952
Glrx2,-0.26,0.931
H2-K2,-0.24,0.943
Ddx26b,-0.36,0.751
Magoh,0.39,0.849
Poc1b,0.046,0.99
Dcaf11,-0.43,0.831
Bcl2l12,-0.27,0.936
Mtmr2,0.18,0.949
Pdia4,-0.33,0.74
Stk3,0.25,0.925
Fbxo38,-0.28,0.925
Hnrnpab,-0.29,0.739
Slc22a17,-0.31,0.917
Xrcc4,0.092,0.987
Cd300a,-0.37,0.74
Atp7a,-0.33,0.923
Rap2c,0.15,0.97
Bptf,0.47,0.879
Acd,0.28,0.898
Trnt1,-0.2,0.944
Dnajc4,0.32,0.897
Myl12a,0.3,0.725
Sf3a1,-0.32,0.878
Kars,0.23,0.938
Trap1,0.035,0.99
Cggbp1,-0.36,0.775
Ubfd1,-0.31,0.924
Dtx4,0.25,0.924
Rft1,-0.18,0.959
Fam213b,-0.35,0.823
Ythdf1,0.15,0.961
Tcta,-0.15,0.975
Tef,0.17,0.964
Luc7l,0.35,0.864
Tmx3,-0.39,0.841
Cog2,0.22,0.943
Rsrc2,0.31,0.748
Smg9,-0.11,0.981
Zfp131,0.019,0.997
Smim8,0.029,0.995
Plekho1,-0.31,0.847
Slain2,0.27,0.924
Dcun1d1,0.22,0.94
Smim14,0.38,0.74
Otud1,0.69,0.814
Mrpl32,0.35,0.829
Tomm20,0.33,0.864
Azi2,0.3,0.885
Ssna1,-0.34,0.795
Ccdc43,-0.01,0.998
Pnrc1,0.4,0.706
Seh1l,-0.32,0.841
Luc7l2,0.45,0.84
Ptrhd1,-0.32,0.917
Ensa,-0.33,0.84
Smim12,0.31,0.886
Ccdc32,0.09,0.987
Nfs1,0.25,0.942
Timm50,-0.44,0.822
Daxx,0.13,0.977
Snapc3,-0.19,0.96
Eif3m,-0.38,0.816
Gorasp2,-0.35,0.767
Riox2,0.12,0.98
Rps15a,0.33,0.847
Commd8,-0.33,0.722
Irak2,0.31,0.847
Tubb6,0.38,0.916
Cpsf2,-0.059,0.989
Egln2,-0.29,0.912
Ccm2,0.32,0.865
Lrwd1,0.21,0.944
Pgpep1,0.032,0.993
Susd6,0.034,0.993
Ckap5,-0.28,0.93
Asb8,-0.29,0.904
Mrpl19,-0.13,0.967
Pbdc1,0.36,0.872
Lias,-0.026,0.996
Nktr,0.41,0.822
Mgst3,0.42,0.847
Zcchc9,0.28,0.93
Fscn1,-0.34,0.814
Nfic,0.35,0.857
Ctbp2,0.17,0.95
Rnf149,-0.058,0.987
Bclaf1,-0.38,0.819
Bod1,0.25,0.931
Trappc11,-0.024,0.994
Irgm1,-0.34,0.874
Myo1f,-0.33,0.764
Odf2,0.14,0.973
Ankrd13a,0.42,0.814
Gpatch8,0.35,0.849
Ranbp9,-0.1,0.987
Ncoa3,0.34,0.886
Cfdp1,0.37,0.829
Ttc5,-0.42,0.81
Nop16,-0.36,0.857
Rhob,0.45,0.792
Prr14,-0.38,0.828
Cbll1,-0.21,0.959
Mark3,-0.35,0.815
Rrnad1,0.25,0.938
Pgrmc2,-0.23,0.94
Psip1,0.23,0.929
Scrn3,0.18,0.954
Rad50,0.38,0.847
Cmtm3,-0.34,0.744
Anapc4,0.24,0.932
Bend6,-0.37,0.872
Wsb2,-0.31,0.9
Lars,-0.48,0.847
Tbc1d19,-0.036,0.992
Pald1,-0.48,0.767
Eci2,-0.35,0.869
Zfp871,-0.22,0.942
Rab28,0.41,0.847
Fam167b,-0.29,0.887
Atf2,0.2,0.934
Mrpl10,-0.35,0.879
Parp8,-0.22,0.934
Elf2,-0.21,0.948
Wdr12,0.34,0.89
Map2k3,-0.48,0.832
Psme2b,0.045,0.99
Dusp22,0.27,0.925
Mecp2,-0.21,0.943
Fance,-0.27,0.927
RP23-314A12.1,0.36,0.832
Zfml,-0.36,0.84
Golt1b,0.12,0.984
Coprs,0.21,0.948
Sigmar1,-0.19,0.943
Uros,0.038,0.99
Rnf34,0.37,0.847
Trim27,-0.41,0.814
Bckdha,-0.21,0.936
Rab9,-0.0046,0.999
Acp1,0.12,0.969
Dbnl,-0.3,0.785
Mak16,-0.32,0.895
Arap3,-0.052,0.99
Ice1,-0.019,0.997
Mkrn2,0.32,0.916
AC131065.2,-0.039,0.99
Lsm6,0.41,0.79
Wdr1,-0.31,0.739
Mrpl13,0.39,0.874
Gstm5,-0.34,0.924
Tbc1d9b,0.14,0.984
Slamf9,0.41,0.775
Lman1,-0.32,0.776
Serf2,0.36,0.767
Ss18l2,0.16,0.96
Ing2,0.044,0.99
Ogfrl1,-0.34,0.761
Pomgnt1,-0.4,0.864
Endod1,-0.3,0.898
Arpc1b,0.37,0.745
Dpm3,-0.18,0.948
Acadvl,-0.37,0.852
Mga,-0.035,0.992
Snrpd2,-0.2,0.938
Trim12a,-0.15,0.962
Ap1ar,0.15,0.967
Selo,0.4,0.873
Farsa,-0.18,0.946
Chmp1a,0.24,0.914
Pgs1,0.3,0.886
Depdc7,-0.3,0.938
Exosc10,-0.085,0.987
Pcmtd2,-0.4,0.852
Lsm5,-0.2,0.946
Vav2,-0.051,0.99
Apeh,0.22,0.937
Klhl25,-0.13,0.977
Gcc2,0.35,0.867
Acot9,0.053,0.99
Fxr1,0.24,0.941
Ube3c,0.15,0.964
Arfgef1,0.025,0.994
Taf3,-0.12,0.978
Cyb5d2,0.076,0.987
Ndfip2,-0.35,0.777
Clns1a,-0.33,0.82
Glod4,-0.4,0.832
Rnf128,0.15,0.967
Gt(ROSA)26Sor,0.27,0.921
Tmem258,0.35,0.759
Smg1,0.069,0.99
Pitpnb,-0.38,0.839
Zfp326,-0.37,0.851
Eef1e1,-0.32,0.886
Ppt2,-0.26,0.895
Il11ra1,0.28,0.887
RP23-250A14.2,0.078,0.987
Cog8,-0.19,0.942
RP23-94B13.9,-0.37,0.84
Pdhx,-0.2,0.943
Actn4,0.34,0.841
Slc35c2,-0.41,0.804
Emc9,0.093,0.987
Limd2,-0.29,0.718
Rsrc1,0.35,0.864
Tapbpl,-0.3,0.886
Arf3,-0.21,0.938
Mdm2,-0.35,0.85
Abl1,-0.23,0.952
Rbm14,-0.21,0.943
RP23-56B11.6,0.41,0.897
Churc1,-0.1,0.981
RP24-324P21.9,0.25,0.925
Dgat1,-0.049,0.99
Elp3,0.13,0.98
Rpl28,0.21,0.932
Wdr37,0.22,0.94
Pmpca,0.39,0.841
RP23-123N23.5,0.41,0.817
Raf1,-0.35,0.832
Hnrnpul1,0.089,0.985
Eml4,-0.39,0.841
RP23-402K24.2,-0.24,0.929
Sucla2,-0.36,0.84
Nt5c,0.31,0.891
Smarce1,-0.13,0.96
Vps41,0.33,0.815
Abcg2,0.38,0.872
Pld4,-0.31,0.69
Vipas39,0.2,0.953
Fbxo3,-0.37,0.875
Tk2,0.35,0.841
Lrrfip1,-0.33,0.839
Acad8,0.21,0.948
Nkiras2,-0.27,0.93
Armc8,-0.11,0.98
Sort1,0.34,0.896
Osbpl1a,0.19,0.959
Pigk,0.37,0.819
Chst12,0.22,0.929
Pex11b,-0.33,0.855
B3gat3,0.075,0.987
Orc5,0.027,0.994
Ptges2,-0.082,0.986
Glipr1,0.36,0.93
Pxmp4,-0.18,0.954
Ctdspl2,0.25,0.933
Slc9a3r1,0.4,0.841
Fgfr1op,-0.39,0.857
Mrpl55,-0.39,0.843
Rtp4,0.19,0.956
Dctn4,-0.34,0.866
Mrpl24,0.4,0.816
Spop,0.35,0.831
Tm2d2,-0.33,0.745
Casd1,-0.24,0.921
Commd3,-0.38,0.788
Plekhj1,0.27,0.881
Son,0.31,0.685
Kcnk6,0.39,0.863
Clasp2,-0.084,0.987
Snx20,-0.33,0.799
Tap1,0.1,0.985
Tmem41b,0.094,0.978
Wasl,-0.22,0.944
Ndufc1,0.39,0.82
Nvl,0.14,0.97
Gapvd1,0.41,0.847
Zfp451,0.22,0.943
Armc5,0.16,0.964
RP23-106P7.2,0.083,0.987
Fbxo9,-0.26,0.931
Txndc5,-0.32,0.853
Kansl1,-0.17,0.943
Mrps25,0.13,0.972
Tcf3,-0.2,0.943
Rexo1,-0.15,0.971
Esyt1,-0.14,0.974
Tmem129,-0.29,0.923
Ndel1,-0.35,0.823
Dnajb11,0.33,0.762
Ddx52,-0.26,0.917
Gak,0.27,0.906
Cep192,0.23,0.938
Ttf1,0.11,0.972
Zfp68,-0.35,0.84
Ube2d1,-0.35,0.872
Ttc33,-0.31,0.879
Mapk1,-0.38,0.864
Pdxdc1,0.2,0.944
Eif1ad,0.31,0.897
Samm50,-0.36,0.826
Pdcd5,0.31,0.829
Fam173a,-0.35,0.816
Usp7,-0.056,0.99
Gtf2i,-0.091,0.987
Slc39a10,0.046,0.99
Ttc3,-0.23,0.943
Hars,-0.36,0.886
Bst2,0.23,0.906
Itgav,0.42,0.864
Usmg5,0.35,0.827
Nop2,-0.031,0.99
Ppig,-0.34,0.831
Scyl1,-0.12,0.977
Rlf,-0.045,0.99
Ankra2,-0.0023,0.999
Apip,0.13,0.977
Nop9,-0.1,0.987
Ptges3,-0.31,0.829
Cdkn2aipnl,-0.34,0.805
Ogfr,0.21,0.942
Dolpp1,0.22,0.943
Dcaf17,-0.36,0.886
RP23-372O9.2,-0.29,0.897
Ss18,-0.37,0.829
Rwdd1,0.25,0.924
Pmm2,-0.34,0.887
Gls,0.32,0.92
Smek1,-0.27,0.92
Cmc1,0.083,0.987
Gnl2,-0.31,0.868
Cpq,0.028,0.993
Zfp800,-0.29,0.919
Tctex1d2,0.24,0.954
Ccdc28b,0.092,0.986
Trpv2,-0.33,0.856
Ythdc1,0.35,0.812
Arpc3,0.2,0.939
Osbpl11,0.37,0.837
Adprm,-0.083,0.987
Lims1,-0.31,0.736
Mlx,-0.045,0.99
Atp5g1,0.34,0.806
Nucks1,0.012,0.998
Blvra,-0.31,0.842
Ntmt1,-0.21,0.944
Mphosph6,0.025,0.994
Zfx,-0.31,0.887
Mrps14,-0.35,0.819
Rnase6,-0.099,0.986
Idh3a,0.31,0.883
Tefm,-0.19,0.948
Dleu2,0.36,0.841
Sirt3,0.093,0.986
Mul1,-0.1,0.984
Cox5b,0.36,0.792
Eif2b1,-0.27,0.94
Ripk2,0.21,0.943
Strn3,-0.32,0.86
Tuba1a,-0.39,0.768
Slfn8,-0.12,0.972
Naalad2,-0.15,0.967
Ap3d1,0.071,0.988
Rhog,-0.33,0.745
Brd8,-0.32,0.902
Atg5,-0.37,0.809
Tars,-0.34,0.841
Afg3l1,-0.12,0.977
Zpr1,-0.36,0.878
Cops7a,-0.32,0.829
Clock,0.23,0.943
Acbd6,0.11,0.982
Vps16,-0.22,0.936
Dpy19l1,0.33,0.903
Cd74,0.7,0.943
Pcmtd1,-0.044,0.99
Ccng2,-0.36,0.748
Mitd1,-0.16,0.961
Eri1,0.3,0.889
Polr2h,-0.094,0.987
Smarcad1,0.26,0.916
RP23-52N2.1,0.63,0.847
Snrpa1,-0.34,0.845
Gtf2f1,-0.077,0.987
Exoc1,0.0079,0.998
Cdk2ap1,-0.078,0.987
Phb,0.074,0.987
Mrpl44,-0.12,0.977
RP23-189L19.6,0.37,0.778
RP23-43G12.1,-0.26,0.914
Rps19bp1,0.27,0.916
Clstn1,-0.044,0.99
RP23-288B18.1,-0.14,0.964
B4galt3,-0.32,0.85
Tcof1,-0.17,0.964
Gde1,0.37,0.812
Zfand2b,0.17,0.959
Copb2,0.33,0.847
Ift20,0.37,0.817
Isca1,-0.1,0.977
Ppp1r11,0.35,0.847
Cops2,0.28,0.906
Sephs2,-0.084,0.987
Rab2b,-0.25,0.943
Clptm1,-0.28,0.895
Zcchc7,-0.35,0.841
Exosc3,-0.34,0.884
Fut11,-0.28,0.894
Tbk1,-0.31,0.866
Phf14,-0.35,0.832
Arsa,-0.069,0.987
Traf2,0.23,0.928
Stk11ip,-0.012,0.998
Nsd1,0.35,0.861
Impa1,0.34,0.849
Emc1,0.28,0.932
Bub3,-0.3,0.763
Dtd2,0.07,0.987
Phf23,0.3,0.855
Ifitm10,-0.16,0.956
Znhit2,-0.18,0.953
Cfap97,0.053,0.99
Spred1,-0.16,0.967
Rapgef6,0.4,0.874
Tpp2,0.3,0.844
Pnpo,0.18,0.952
Txn1,0.41,0.815
Bmi1,0.29,0.922
Ccnh,-0.35,0.881
Trmt10c,-0.096,0.986
Tomm70a,-0.31,0.895
Tmem8c,-0.32,0.925
Tmem184b,0.12,0.972
Ppp1r21,-0.064,0.987
Cant1,-0.25,0.931
Nprl2,0.1,0.98
Tmem42,0.057,0.99
Gosr2,-0.27,0.889
Agpat5,-0.28,0.895
RP23-60P18.9,0.099,0.985
Cdk19,0.12,0.978
Psma4,0.34,0.804
Spcs1,0.28,0.748
Nupl1,-0.14,0.959
Aggf1,0.3,0.895
Tceal8,-0.27,0.928
Atraid,0.3,0.745
Ubp1,-0.14,0.964
Gipc1,-0.34,0.883
Morc3,-0.37,0.814
Slc25a19,-0.017,0.997
Hnrnpk,-0.32,0.71
Tep1,-0.091,0.986
CH36-200G6.4,0.33,0.858
Txnrd1,-0.03,0.992
Kdm3a,0.17,0.948
Cnrip1,0.21,0.938
Ggh,0.38,0.816
Copb1,0.34,0.804
Ankrd40,-0.21,0.938
Hibadh,-0.37,0.84
Mettl6,-0.031,0.99
Ddb1,-0.19,0.942
Cltb,-0.22,0.919
Fbxo4,-0.013,0.998
Ubald1,-0.13,0.969
Map1s,-0.35,0.879
AC103620.4,0.26,0.896
Uqcr10,0.32,0.776
Nuak2,0.056,0.989
Dync1li2,0.16,0.961
Top1,0.33,0.819
Cmip,0.014,0.997
Naaa,-0.29,0.913
Rsf1,0.3,0.896
Frmd4b,-0.38,0.814
Zbtb20,-0.4,0.843
Abcd1,-0.24,0.93
Wbp11,0.31,0.853
RP23-478I18.1,0.049,0.989
Rrbp1,0.43,0.739
Mgll,0.33,0.847
Pop5,-0.2,0.928
Trmt6,0.22,0.943
Hbs1l,-0.07,0.987
Fam208a,0.2,0.95
Uba7,-0.13,0.959
Klhl9,-0.2,0.943
Rpl26,0.32,0.811
Tprkb,-0.13,0.977
Stx12,-0.02,0.995
Pigs,0.099,0.98
Pqlc2,0.095,0.985
Adam15,0.17,0.954
Rbbp6,0.12,0.978
Aff4,0.26,0.936
Idnk,0.058,0.988
Kpnb1,0.05,0.99
Brd9,-0.32,0.844
Pigc,0.15,0.95
Fbxl5,0.35,0.883
Gigyf2,0.041,0.99
Sertad2,0.25,0.938
Eif2b2,0.008,0.999
Bloc1s6,0.22,0.943
Synj1,0.16,0.959
Mrpl4,0.27,0.888
Bicd2,0.2,0.948
Etfrf1,-0.14,0.969
Elof1,0.11,0.972
RP23-20K24.5,0.1,0.979
Ppp2cb,-0.0062,0.999
Camk1,0.28,0.732
RP23-281H4.3,-0.3,0.905
Tmem185b,0.3,0.886
Chtop,-0.22,0.93
Etfb,-0.077,0.985
Sgk3,0.32,0.842
Lpcat1,-0.27,0.916
Renbp,0.31,0.856
Emc8,0.28,0.896
Rnf181,-0.35,0.846
Tmem192,0.22,0.932
Psmc4,-0.33,0.814
Ilkap,0.23,0.927
AC102096.1,0.0055,0.999
Ccnl2,-0.31,0.814
Vps28,-0.31,0.748
Slc16a6,-0.32,0.769
Thyn1,0.28,0.925
Stambp,-0.15,0.964
Ulk2,0.32,0.882
Adprhl2,-0.23,0.93
Dnmt3a,-0.34,0.918
Arl6ip4,-0.042,0.99
Ube2d2a,-0.3,0.878
Sft2d2,-0.37,0.84
Rfxap,0.33,0.882
Rbck1,-0.28,0.874
Pdcd6ip,0.32,0.851
H2afj,0.31,0.869
Polr2i,0.31,0.894
Gpn1,-0.33,0.88
Fam212a,-0.4,0.777
Sec31a,-0.2,0.943
Med19,0.12,0.971
Il10ra,-0.39,0.744
Hacd4,-0.27,0.916
Urod,-0.076,0.987
Nub1,-0.22,0.928
Wars,-0.27,0.887
Myd88,-0.3,0.812
Mynn,0.091,0.98
Zbtb1,0.18,0.933
Mrpl38,-0.21,0.936
Fbxo7,-0.018,0.997
Vps39,-0.044,0.99
Alkbh6,-0.3,0.879
Txnrd2,-0.3,0.893
Slc48a1,0.24,0.924
Ms4a7,-1.2,0.881
Mcur1,0.33,0.837
Snrpb2,-0.37,0.812
Trim47,-0.45,0.823
Banf1,0.32,0.814
Rnf139,-0.3,0.853
Hspbp1,-0.041,0.99
Dennd5a,0.068,0.987
Hmgb2,0.31,0.849
Tspyl1,-0.3,0.874
Sord,0.22,0.928
Ctbs,0.11,0.985
Aasdhppt,0.087,0.987
Tmem120a,0.038,0.992
Cox6b1,0.38,0.745
Lta4h,-0.32,0.9
Khdrbs3,-0.22,0.965
Ptafr,0.27,0.927
Fkbp4,-0.38,0.825
Vps33a,0.085,0.985
Etfdh,-0.25,0.93
Suds3,0.038,0.99
Ubl4a,0.29,0.887
Twistnb,0.25,0.9
Rab12,-0.23,0.934
