gene_name,logFC,adj.P.Val
Mapk9,0.36,0.878
RP24-547D11.2,-0.003,0.999
Csk,-0.33,0.892
Bop1,-0.31,0.917
Fbxl4,-0.33,0.921
Fam35a,-0.2,0.955
Itpa,0.18,0.953
Pcmtd1,-0.35,0.874
Fam26f,-0.22,0.954
Eif4enif1,-0.31,0.928
Derl1,0.36,0.678
Sdcbp,0.35,0.604
Kin,0.3,0.936
Utp23,-0.0068,0.998
Apopt1,0.37,0.829
Ppm1a,0.33,0.894
Vdac1,0.39,0.795
Atp13a1,-0.49,0.777
Scaf11,-0.37,0.707
Eva1a,-0.47,0.845
Smg6,0.29,0.936
Prdx3,0.49,0.751
Nmi,0.49,0.818
Uso1,-0.38,0.823
Snd1,0.28,0.918
Taf5l,0.25,0.941
Wdr41,-0.38,0.88
Nsd3,0.19,0.961
Fbxo8,-0.28,0.926
Ttc13,-0.26,0.925
Polr2k,-0.31,0.907
Pigv,0.46,0.855
Fam234a,0.34,0.902
Timm22,0.45,0.823
Vps35,-0.43,0.653
Isy1,-0.11,0.976
Zfp51,0.09,0.983
Nelfe,0.25,0.938
Gga1,-0.42,0.828
Abcg1,-0.16,0.963
Tmub1,0.047,0.99
Pigu,0.47,0.78
Tln2,-0.54,0.813
Cdk5,-0.22,0.943
Ak2,0.38,0.768
Zcchc8,0.37,0.887
Pdcd7,0.14,0.972
Cyld,-0.44,0.813
Kcnd1,0.2,0.95
Snhg5,0.33,0.925
Usp19,0.35,0.906
Ppt2,0.35,0.823
Abhd11,-0.13,0.975
Pecr,-0.46,0.792
RP23-138C14.7,-0.17,0.966
Tmem161a,-0.28,0.923
Kbtbd2,0.51,0.735
Sec63,0.4,0.77
Ubr2,-0.26,0.942
As3mt,0.45,0.724
Lsm14a,-0.48,0.789
Pald1,-0.51,0.678
Mcm4,0.19,0.964
Ttc32,-0.36,0.907
Aars,-0.42,0.714
Tinf2,-0.33,0.924
Rbmxl1,0.21,0.942
Hsd17b10,-0.45,0.794
Llph,0.32,0.903
Nab1,-0.38,0.882
Scd2,0.14,0.976
Parn,0.37,0.866
Hnrnph3,0.48,0.83
Grpel2,0.22,0.945
Grsf1,0.38,0.877
Rab3gap2,-0.35,0.887
Phb2,0.37,0.757
Cds1,-0.36,0.844
Btf3,0.4,0.761
Wdr18,0.39,0.832
Csnk1g3,-0.18,0.954
Eva1b,0.055,0.989
Pgm2,0.41,0.856
Htra3,0.033,0.993
Srpk3,-0.18,0.955
Fam149b,0.3,0.931
Nufip1,0.047,0.989
Ak3,-0.27,0.945
Bhlhe41,0.052,0.989
Rbm47,0.17,0.952
Gpsm3,-0.33,0.858
Dohh,-0.15,0.959
Bzw2,-0.2,0.953
Set,0.39,0.801
RP23-92G13.4,-0.5,0.855
Ppm1g,-0.32,0.89
Chchd7,-0.38,0.859
Kti12,-0.26,0.943
Rcc2,-0.22,0.943
Ccnd3,-0.47,0.797
Emc8,-0.41,0.822
Tmem208,0.35,0.715
Rrs1,-0.046,0.99
Bet1l,-0.18,0.958
Crot,0.45,0.723
Ppp2r4,0.26,0.92
Aamdc,0.47,0.852
RP23-386A17.6,-0.22,0.942
Maip1,-0.098,0.976
Arpc1b,0.4,0.664
Rpl3,0.32,0.673
Mrc1,0.65,0.933
Prr14,-0.44,0.768
Susd6,0.29,0.93
Uspl1,0.2,0.945
Polr1a,0.29,0.919
Rpp21,0.46,0.82
Trmt1,-0.27,0.929
Nt5c2,0.24,0.943
Flad1,-0.17,0.949
Acad8,-0.4,0.875
Mrps27,-0.16,0.958
Dpy19l4,0.47,0.828
Agps,-0.41,0.818
Rtn4rl1,-0.43,0.685
Mvb12a,0.42,0.855
Rbm6,-0.42,0.832
Hspa4,0.4,0.785
Cnep1r1,-0.21,0.951
Thoc6,0.26,0.94
Sh3bp1,-0.44,0.761
Nudt18,0.3,0.903
Abcd2,0.47,0.751
Phactr2,0.068,0.984
Rpl23,0.35,0.712
Yrdc,0.38,0.855
Ube2g1,-0.48,0.755
Zfp90,0.41,0.766
Cdc73,0.4,0.868
Spop,-0.4,0.769
RP23-391A14.5,-0.077,0.984
Herc1,0.15,0.966
Tor2a,0.36,0.757
Mxi1,0.39,0.764
Rpa3,-0.11,0.976
Kctd6,-0.12,0.974
Ap5s1,-0.27,0.938
Xpa,0.051,0.99
Wdr46,0.14,0.96
Naa25,-0.14,0.964
Sec61a2,-0.46,0.882
Thrap3,-0.46,0.831
Ddx51,0.085,0.98
D030056L22Rik,0.19,0.95
Wdr83,-0.08,0.983
Sncaip,0.11,0.976
Thumpd3,0.47,0.773
Pex14,-0.41,0.818
Rnf181,0.44,0.768
Tbcc,-0.39,0.841
Dusp2,-0.67,0.895
Nhlrc2,0.27,0.942
Peak1,-0.12,0.979
Fam167b,0.36,0.844
Rnf14,0.076,0.98
Tbc1d9b,-0.43,0.897
Gigyf2,-0.41,0.861
Parp12,0.39,0.882
Jmjd8,-0.26,0.92
Chfr,0.18,0.952
Adrb1,0.14,0.965
Mut,0.13,0.974
Poc1b,-0.2,0.945
Vps13b,0.047,0.99
Micu1,-0.44,0.817
Epc1,0.076,0.983
Gatad2a,-0.2,0.951
Znfx1,0.33,0.924
Map2k1,-0.32,0.679
Mcrs1,-0.3,0.886
Rbpj,0.024,0.993
Arid4b,0.41,0.762
Eif3l,0.42,0.78
Pign,0.094,0.981
Lsm5,-0.34,0.894
Ldlrap1,0.0098,0.997
Metap1d,-0.31,0.9
Manba,0.28,0.923
Fcgr4,0.21,0.953
Gfm1,0.13,0.966
Tmem110,-0.21,0.945
Gtf3c6,0.52,0.8
Dnajc24,-0.52,0.799
Dnajc21,0.18,0.956
Dera,0.13,0.969
Cabin1,-0.38,0.761
Akr1b3,0.35,0.866
Cnih1,0.4,0.754
Tmem9b,0.4,0.659
Srpk2,-0.42,0.785
Cers5,0.37,0.832
Epsti1,-0.28,0.922
Nap1l1,-0.25,0.941
Xpot,-0.34,0.889
Pcmt1,0.4,0.723
Mib2,-0.02,0.993
Dhx8,-0.028,0.993
Ube2k,0.38,0.759
Scp2,0.39,0.8
Ikbip,-0.15,0.964
Impact,-0.4,0.795
Fen1,-0.3,0.933
Capn7,0.26,0.928
Lamtor3,0.38,0.765
Sh3gl1,0.4,0.703
Snrpg,-0.35,0.878
Fastkd2,-0.034,0.991
Dnajc14,0.39,0.848
Thap7,-0.37,0.855
Nfix,-0.28,0.921
Fut11,0.38,0.823
Mcat,0.37,0.843
Tax1bp1,0.34,0.672
Tada3,0.2,0.942
Med1,0.04,0.99
Pkp4,-0.082,0.981
Casp6,-0.4,0.774
Nt5c,0.39,0.837
Snrpa,-0.35,0.855
Tsnax,0.41,0.83
Rnf122,0.13,0.963
Zfp513,-0.28,0.938
Gipc1,0.44,0.823
Dnajc12,-0.024,0.993
Psma4,-0.39,0.739
Rras2,0.05,0.99
Ecd,-0.44,0.866
Rabgef1,-0.22,0.943
Arfgef1,-0.2,0.945
Ank2,-0.24,0.921
Afap1l1,-0.17,0.95
Havcr2,0.37,0.687
Psme2b,0.26,0.909
Golt1b,-0.38,0.894
Prkrip1,-0.22,0.944
Pak1,0.39,0.77
Eif4g1,-0.29,0.897
Gpr89,0.24,0.942
Dmap1,-0.14,0.96
Cyth1,0.037,0.991
Ceacam1,-0.45,0.846
Trim11,-0.48,0.833
Coa6,0.31,0.91
Zfp688,0.15,0.965
RP23-478I18.1,-0.27,0.903
Phkb,-0.028,0.993
Qtrt1,-0.38,0.853
Exoc2,-0.37,0.899
Dnpep,-0.43,0.799
Park7,0.36,0.681
Cxcl10,-0.15,0.99
Sptlc1,-0.12,0.972
Pef1,-0.41,0.839
RP23-349I9.6,-0.022,0.993
Nupl1,0.31,0.879
Ankra2,-0.34,0.889
Rfxank,0.13,0.972
Ppp1cc,0.25,0.921
Calhm2,-0.029,0.992
Cct6a,0.4,0.72
Asxl2,-0.44,0.855
Zfp281,-0.26,0.937
Map2k4,0.36,0.859
Ptrh2,0.27,0.931
Fbxo3,0.44,0.832
Chid1,0.098,0.974
Ebag9,-0.22,0.943
Aebp2,-0.08,0.983
Tmem237,0.17,0.961
Lrif1,0.35,0.889
Fchsd2,-0.4,0.762
Fam76b,-0.38,0.839
Ss18l2,0.31,0.897
Mettl23,0.37,0.775
Ctnnbl1,-0.36,0.855
Rpa1,0.37,0.862
Gnaq,0.054,0.99
Pds5a,-0.053,0.989
Klhl25,0.28,0.925
Pik3cd,-0.44,0.807
Pigx,0.38,0.8
Pmepa1,-0.55,0.644
Leo1,0.3,0.908
Cep68,0.09,0.981
Csad,-0.41,0.81
Dgat1,0.27,0.925
Rnf126,-0.054,0.984
Ptma,-0.32,0.848
Pold2,0.11,0.978
Igbp1,0.24,0.928
RP24-273K21.3,0.12,0.959
Sar1b,-0.33,0.686
Spsb1,0.31,0.882
Srrt,-0.15,0.963
App,-0.41,0.751
Csf3r,0.35,0.66
Tmem199,0.47,0.785
Kdm2a,-0.32,0.916
Glul,-0.36,0.646
Srgn,0.41,0.644
Fancl,-0.29,0.942
Rab12,-0.41,0.854
RP23-423E20.7,-0.48,0.815
Crnkl1,-0.04,0.99
Slc25a28,0.18,0.949
Cdkn1a,1,0.761
Tssc4,0.33,0.87
RP24-554B1.10,-0.071,0.983
Dcaf11,0.46,0.805
Secisbp2,0.38,0.851
Fkbp2,0.39,0.67
Zrsr2,0.37,0.866
Snx18,-0.53,0.714
Gga3,0.17,0.955
Znhit3,0.38,0.863
Bfar,0.41,0.808
Chm,-0.12,0.975
Alg9,0.43,0.85
Yipf6,0.063,0.986
Chst7,0.48,0.805
Mrgbp,0.34,0.913
Usp10,-0.33,0.908
Rab40c,0.072,0.982
Cyp20a1,-0.21,0.943
Eif3k,0.39,0.764
Zdhhc9,0.35,0.859
Eif4ebp2,0.17,0.951
Mapk1ip1,0.018,0.994
Slc35b3,-0.37,0.88
Uqcc1,-0.034,0.99
Pex19,-0.38,0.849
Coro7,-0.033,0.99
RP24-324P21.9,-0.32,0.882
Snapc5,0.43,0.767
Abhd15,0.28,0.908
Emc3,0.39,0.713
Sgce,-0.39,0.681
Pfkfb4,-0.38,0.843
Rnmt,0.41,0.817
Prkx,0.1,0.977
Smim19,0.36,0.848
Atad2b,0.29,0.921
Yaf2,-0.41,0.764
Pfdn5,0.41,0.726
Anapc4,-0.3,0.904
Trp53i13,-0.15,0.953
Clpx,0.47,0.792
Nudt22,0.29,0.911
Snapc1,-0.33,0.895
RP23-60P18.9,-0.32,0.899
Urgcp,0.36,0.889
Clcn3,-0.16,0.96
Dnttip2,0.35,0.792
Skiv2l2,0.3,0.883
Eef2kmt,-0.13,0.965
Fgd4,0.2,0.943
Ap1s2,0.34,0.85
Cdc5l,-0.38,0.791
Acyp1,0.26,0.929
Mtif3,-0.36,0.895
Gmpr2,-0.37,0.718
Rnf44,-0.057,0.989
Zc3hav1,0.24,0.945
Ak6,0.32,0.878
Timm9,0.24,0.939
Blzf1,-0.16,0.951
Dolpp1,-0.34,0.895
Tef,-0.35,0.887
Susd3,-0.27,0.617
Pcca,-0.29,0.907
Ift52,-0.4,0.859
Champ1,-0.13,0.967
Slc25a38,0.14,0.964
Rps6ka4,0.37,0.9
Accs,-0.12,0.972
Ccdc28b,0.26,0.925
Gorasp1,0.21,0.943
Cstf2t,-0.15,0.951
Maea,-0.4,0.77
Plpp5,0.13,0.972
Acp6,-0.34,0.85
Mta2,-0.29,0.883
Lars,-0.51,0.822
Ppil4,-0.4,0.796
Dgkd,-0.4,0.867
Bscl2,0.4,0.757
Nup62,0.27,0.924
Cpsf2,0.19,0.945
Tomm5,0.27,0.92
RP24-351O18.5,-0.32,0.895
Cmc1,0.18,0.954
Hsph1,0.31,0.913
Myo1b,-0.33,0.888
Canx,0.34,0.637
Sumf2,0.17,0.95
Mapk1,0.43,0.823
Ppp1r21,-0.26,0.903
Syvn1,0.15,0.956
Rbm12,-0.17,0.955
Usp5,0.0075,0.997
Bloc1s2,-0.09,0.976
Fyttd1,0.37,0.833
Wdr75,0.13,0.965
Sh3bp5,-0.024,0.996
Pnkd,0.3,0.896
Ftsj3,0.26,0.911
Eef2,-0.45,0.768
Parp2,-0.33,0.767
Cd72,-0.0033,0.999
Slc44a1,-0.17,0.96
2810403A07Rik,-0.34,0.884
Trmt112,0.34,0.785
Tspan18,-0.2,0.945
Gramd1a,-0.43,0.757
Dhx9,0.24,0.943
Arglu1,-0.44,0.759
Dab2,1,0.832
Nfxl1,-0.12,0.97
Ankhd1,0.19,0.947
Chtop,-0.34,0.859
Akirin2,-0.37,0.692
Exosc10,-0.24,0.931
Eid1,-0.018,0.994
Trappc2,0.17,0.945
Plxna4os1,0.43,0.805
Ing2,-0.27,0.928
Ehmt1,0.33,0.88
RP23-341M13.1,0.39,0.864
Etv6,0.039,0.99
Pgpep1,0.2,0.945
RP24-228M19.1,0.31,0.909
Cep63,-0.14,0.96
Pdcd11,-0.21,0.945
Ubtd1,0.22,0.941
Sphk2,0.13,0.968
Ranbp9,-0.24,0.949
Snrnp40,0.41,0.82
Batf3,-0.43,0.854
Rad1,0.2,0.942
Tmed1,0.36,0.886
Rps6kb1,0.31,0.882
Aldh16a1,-0.12,0.97
Nkap,0.36,0.868
Lpcat2,-0.27,0.591
Stk38,-0.37,0.829
Wac,-0.28,0.879
Btd,0.0067,0.997
Vps18,-0.38,0.87
Ube3c,0.28,0.908
Ubxn2b,-0.13,0.963
Rufy1,0.4,0.884
Cct2,-0.36,0.82
Aaed1,0.042,0.99
Tap1,-0.3,0.916
Acss1,-0.37,0.832
Add3,-0.37,0.853
Prorsd1,0.4,0.839
Map3k11,-0.39,0.864
Wdsub1,-0.18,0.954
Utp4,-0.24,0.941
Ahcyl1,0.45,0.843
Sp110,0.028,0.99
Afg3l1,0.3,0.906
Scamp3,0.38,0.753
Napa,0.36,0.685
Ighd,0.19,0.955
Mafk,0.036,0.99
R3hcc1l,-0.054,0.987
Sfmbt1,0.097,0.976
Cox17,-0.14,0.955
Daxx,-0.19,0.949
Ppp1r9a,-0.31,0.895
Dcun1d1,-0.24,0.928
Tmem41a,0.12,0.976
Trim47,-0.51,0.757
Psme3,0.27,0.922
Mrpl2,0.36,0.834
H3f3a,-0.37,0.804
Vipas39,-0.14,0.964
Cd302,-0.38,0.69
Golph3l,-0.13,0.968
Ppfibp2,0.031,0.99
Stau2,0.22,0.929
Ap1g1,-0.075,0.985
Smim8,-0.081,0.984
Pnpla8,-0.37,0.792
Tmem65,0.37,0.842
Trim30d,-0.059,0.988
Tle4,-0.37,0.796
Psmd9,-0.32,0.874
Abracl,0.43,0.778
Dhrs7b,-0.35,0.791
Hk3,0.38,0.833
Slc12a9,-0.34,0.895
Psmg4,0.17,0.954
Fam49a,-0.052,0.989
Mga,-0.21,0.942
Slc6a6,0.41,0.753
Atad1,-0.39,0.808
Mrps2,-0.16,0.953
Prkaca,-0.094,0.972
Gpr137b,-0.24,0.913
Manbal,-0.053,0.985
H2afv,0.41,0.768
Cyb5d2,0.24,0.941
Auh,-0.33,0.865
Hccs,-0.38,0.874
Brd7,-0.38,0.8
Coprs,0.23,0.942
Snrpd3,-0.28,0.906
Ptov1,-0.36,0.768
Blnk,0.3,0.667
Mettl6,0.21,0.928
Orc3,0.087,0.979
Etf1,-0.4,0.808
Trmt12,-0.22,0.942
Gsr,0.26,0.937
Tifab,-0.38,0.768
Rreb1,0.034,0.99
Mrpl17,0.37,0.767
Fibp,0.33,0.832
Mrpl50,0.43,0.831
Dhps,0.15,0.953
Mrps18a,0.37,0.792
Slf2,0.39,0.878
Cdkn2d,-0.16,0.958
Rps28,0.32,0.85
Slc43a2,-0.35,0.864
Vwa5a,-0.39,0.757
Fdx1,-0.0056,0.998
Cyth2,0.39,0.839
Ube2d3,0.31,0.664
Alg3,0.26,0.908
Hdgfrp2,0.2,0.945
Pdcd4,-0.33,0.883
Leng1,-0.38,0.853
Zhx1,-0.19,0.951
Prmt7,0.29,0.895
Katna1,0.36,0.843
Lias,-0.17,0.96
Mccc2,-0.02,0.993
Map3k3,-0.46,0.817
Mff,0.33,0.712
Rad9a,-0.3,0.906
Ctbs,-0.33,0.908
Eea1,-0.24,0.941
Prag1,-0.3,0.897
Selt,0.22,0.945
Klhl24,-0.25,0.92
Igfbp4,-0.11,0.975
Cox15,0.22,0.94
Gosr1,-0.11,0.969
Smim15,-0.44,0.809
Hadhb,-0.27,0.896
Ganc,-0.067,0.984
Txnrd1,-0.22,0.933
Rps9,0.33,0.653
Otud5,0.22,0.941
Sf3b1,-0.31,0.645
Pam16,0.2,0.945
Smn1,0.16,0.952
Cuta,0.42,0.737
Cables2,0.18,0.958
Pura,-0.35,0.888
RP23-343E20.2,0.031,0.99
Tmem120a,0.34,0.904
Ndufa6,0.38,0.756
Snx12,0.12,0.968
Rrp36,0.23,0.922
Tnfrsf21,-0.43,0.71
Mpc1,-0.069,0.981
Naa15,-0.24,0.935
Map3k4,-0.023,0.993
Fbxo33,0.27,0.937
Cyb5b,-0.31,0.885
Nop9,0.11,0.975
Klhl5,0.089,0.98
Tapbpl,0.32,0.865
Phf3,0.24,0.941
Nfam1,-0.39,0.713
Tmem126b,0.22,0.945
Mettl16,-0.15,0.968
Slc38a1,0.34,0.878
Xpnpep1,0.24,0.923
Zfp91,0.29,0.88
Ebp,0.35,0.761
Ccnd1,-0.33,0.898
Nktr,-0.4,0.802
Chrac1,0.34,0.77
Pcna,0.31,0.859
AC131065.2,0.073,0.979
Kcnk12,-0.22,0.933
Xrn2,-0.35,0.786
St3gal2,-0.28,0.911
Toporsos,0.098,0.972
Rbbp6,-0.29,0.914
Ubap1,-0.4,0.795
Zyx,-0.37,0.766
Luc7l2,-0.44,0.83
Rbmx,0.21,0.936
Prpf18,0.26,0.895
Snn,-0.41,0.839
Rhoq,-0.38,0.844
Rab9,-0.14,0.962
Mtmr2,0.071,0.981
Nbeal1,0.2,0.949
Sipa1l2,-0.35,0.883
Scamp1,0.32,0.843
Dscr3,0.38,0.823
Mul1,-0.068,0.984
Nop14,-0.047,0.989
Arhgef6,0.41,0.803
Pxmp4,0.15,0.955
Trpv2,-0.35,0.838
Kdm5b,0.12,0.969
Dap,-0.46,0.8
RP24-315N18.1,-0.064,0.989
Tmem115,0.17,0.942
Smad4,-0.38,0.83
Map3k2,0.036,0.99
Kcmf1,0.38,0.823
Eefsec,0.28,0.909
Triobp,-0.016,0.993
Vps41,-0.34,0.785
Ifnar2,0.39,0.78
Ndufaf2,-0.024,0.993
Mitd1,0.19,0.946
Map4k4,0.25,0.934
Mrpl38,0.3,0.888
Zmym5,-0.32,0.889
Hars2,0.13,0.96
Stx12,0.24,0.926
Dnmt3a,0.44,0.859
Taf1b,0.19,0.949
Tbc1d14,-0.34,0.859
Top2b,-0.25,0.937
Arvcf,-0.14,0.958
Tlr3,-0.15,0.949
RP23-40G2.3,-0.32,0.757
Srsf2,-0.34,0.7
B4galnt1,-0.16,0.951
Rwdd1,0.29,0.883
Cdc34,-0.19,0.938
Abr,-0.046,0.989
Brpf1,0.19,0.947
Nr1d2,-0.097,0.974
Slc2a8,0.36,0.799
Mampt,0.21,0.941
Zscan21,-0.073,0.982
Tmem128,-0.32,0.832
Sac3d1,-0.19,0.949
Smc1a,0.38,0.805
Etfrf1,0.083,0.981
Irgm1,-0.31,0.881
Gtf2h1,-0.039,0.99
Arhgap31,-0.3,0.833
Lpin1,-0.4,0.854
Exosc5,0.11,0.967
Upf2,-0.24,0.921
Tprkb,0.3,0.922
Polr2m,0.44,0.809
RP23-39I3.2,0.21,0.945
Rbm18,-0.39,0.823
Psmg2,-0.054,0.986
Fcrls,0.76,0.601
Tefm,0.17,0.95
Fbxo9,0.27,0.921
Rbm26,-0.38,0.831
Stx2,-0.32,0.841
Faim,0.34,0.81
Rpp30,0.21,0.942
Snrnp48,-0.41,0.843
Nsfl1c,0.33,0.802
Znrf1,-0.038,0.99
Psmg1,0.2,0.942
Lyrm2,-0.2,0.941
Tollip,0.18,0.946
Hnrnpul1,-0.027,0.99
Arsg,0.098,0.978
Nkiras2,0.27,0.921
Otulin,-0.41,0.761
Pigc,-0.22,0.918
Rsl24d1,-0.3,0.866
Fbxo22,-0.0088,0.997
Zmat5,0.3,0.864
Snapc3,0.11,0.975
Rpl27a,0.31,0.859
Ppp1r2,-0.27,0.883
Minpp1,-0.3,0.855
Meaf6,-0.13,0.956
RP23-329K17.1,-0.036,0.99
Wdr26,-0.39,0.838
Psen1,-0.37,0.757
Magoh,-0.35,0.862
Shoc2,-0.23,0.932
Pknox1,-0.3,0.897
Mars,0.34,0.844
Utp3,0.33,0.806
Hmgb2,-0.34,0.823
Stx5a,-0.37,0.778
RP23-85E24.4,0.069,0.981
Zfp397,-0.039,0.99
Rnf185,0.33,0.895
Epb41l2,-0.4,0.668
Nras,0.27,0.903
Mbip,-0.36,0.848
Copz1,0.3,0.778
Pcnp,0.018,0.993
Mrps33,-0.043,0.987
Rab1b,-0.36,0.794
Larp7,-0.073,0.981
Mctp1,-0.016,0.993
Snx13,-0.23,0.925
Fam117b,0.26,0.929
Nono,0.27,0.886
Rab2b,0.34,0.908
Tubgcp2,-0.22,0.945
Pgs1,0.29,0.87
Gtf2e2,-0.33,0.87
Dynll2,0.35,0.859
Arl6ip1,0.27,0.644
Kars,-0.1,0.972
Hnrnpdl,0.36,0.805
Mnat1,-0.3,0.866
Denr,0.37,0.803
BC003965,-0.32,0.85
Ncaph2,-0.26,0.908
Smarce1,-0.18,0.934
Dusp7,-0.3,0.878
Gosr2,0.29,0.866
Elf2,-0.15,0.956
Herc4,-0.26,0.908
Coq5,0.28,0.896
Marcks,-0.45,0.621
Ptgr2,0.39,0.848
Xlr,-0.24,0.909
Smap2,-0.31,0.688
RP23-288B18.1,-0.15,0.953
Tmed7,-0.35,0.734
Swi5,0.084,0.975
Ptpre,-0.38,0.706
Trim12a,0.013,0.994
Rpl10a,0.082,0.975
Nfkbiz,-0.54,0.681
Eef1e1,-0.29,0.884
Lactb2,0.3,0.886
Vhl,0.46,0.794
Mlx,-0.011,0.995
Npl,0.36,0.808
Rubcnl,-0.38,0.832
Vps39,-0.24,0.922
Ogdh,0.34,0.833
Nrf1,-0.18,0.945
Col27a1,-0.28,0.929
Gatm,-0.42,0.707
Scnm1,0.25,0.922
Nolc1,-0.25,0.941
Atat1,0.055,0.984
Lyar,0.25,0.924
Med15,-0.036,0.99
Olfml2b,0.096,0.976
Ndufb2,0.29,0.889
Usp16,0.43,0.843
Arf3,0.083,0.976
Aes,-0.11,0.965
Rars,0.26,0.913
Nagk,0.29,0.86
Abhd6,0.3,0.746
Esd,0.39,0.823
Nifk,0.35,0.854
Eci1,0.35,0.855
Tm2d3,-0.34,0.757
Man1a,-0.38,0.78
Bcl2l12,0.099,0.976
Isca1,0.12,0.958
Cnot6,0.15,0.96
Ankrd12,0.33,0.829
Rnase6,-0.083,0.981
Il17ra,0.41,0.805
Tma7,0.36,0.792
Tmed4,0.34,0.762
Slc25a1,0.23,0.922
Tpgs1,-0.36,0.8
Vps16,0.21,0.933
Trappc13,-0.33,0.884
H2-Eb1,2.3,0.843
Fcgrt,0.38,0.723
Fbxw11,0.39,0.851
Eif3a,-0.34,0.785
Ap1m1,0.3,0.859
Suv420h1,0.25,0.94
Prkcsh,-0.031,0.99
Rtn4,-0.38,0.831
Ctnna1,-0.32,0.853
Acadsb,0.31,0.895
Pvrl2,5.5e-4,1
Il15,-0.2,0.945
Tctex1d2,-0.11,0.98
Tipin,0.082,0.981
Rbm7,-0.32,0.757
RP23-446P16.2,0.28,0.895
Gadd45b,0.9,0.808
Pwp1,-0.034,0.99
Bdp1,-0.11,0.973
Aco2,-0.38,0.793
Rab29,0.18,0.953
Trip12,-0.082,0.98
Pxn,-0.1,0.972
RP23-307M2.1,0.27,0.911
Map2k3,0.45,0.831
Dhx15,0.29,0.917
Naalad2,0.22,0.941
AC121113.1,0.38,0.829
Fam208a,-0.23,0.941
Pgp,0.32,0.859
Tubg1,-0.039,0.99
Timm29,0.18,0.947
Nop56,0.32,0.836
Cc2d1b,-0.058,0.985
Nol11,0.2,0.931
Chmp1a,0.2,0.924
Rnf145,-0.37,0.823
Rnf166,0.33,0.769
Rfc1,-0.26,0.913
Abcg2,-0.36,0.859
Jam2,0.34,0.788
Mtif2,-0.15,0.947
Ubp1,0.18,0.945
Apip,0.004,0.999
Aktip,-0.25,0.925
Uchl3,-0.4,0.827
Ptdss2,-0.029,0.99
Adh5,0.38,0.762
Vps33a,-0.12,0.96
Prps2,0.21,0.941
Fxr1,0.0077,0.997
Smad2,-0.34,0.823
Ndufs7,0.33,0.708
Ube2z,0.055,0.986
Mdm4,0.23,0.923
Tmem144,0.093,0.972
Liph,-0.21,0.942
Comt,0.29,0.65
Mdm2,-0.32,0.85
Lpin2,-0.37,0.833
Gmcl1,0.23,0.928
Sigmar1,0.11,0.962
Psap,-0.34,0.736
Ckap5,0.18,0.949
Gt(ROSA)26Sor,-0.22,0.929
Chmp2a,0.33,0.733
Mogs,-0.42,0.831
Ctnnbip1,0.13,0.958
Spred1,0.19,0.949
Sertad3,-0.14,0.958
Parp8,-0.19,0.937
Reep3,0.34,0.773
Tnfaip2,-0.47,0.838
Eif4b,0.087,0.98
Trappc12,-0.26,0.906
Cd200r1,0.082,0.981
Gcnt1,-0.38,0.789
Mrpl57,0.34,0.85
Aup1,0.34,0.755
Tmem129,-0.23,0.936
Becn1,0.34,0.805
mt-Nd1,0.38,0.619
Ube2q1,-0.27,0.854
Cdca4,-0.44,0.896
Hspa13,-0.28,0.902
Ripk2,0.16,0.951
Casp3,0.054,0.987
Pqlc2,0.12,0.963
Rnf138,-0.27,0.916
Cdk2ap1,0.063,0.981
Spsb2,0.22,0.936
Csde1,-0.37,0.807
Stradb,0.17,0.945
Necap2,0.32,0.71
Sharpin,-0.33,0.859
Cbx1,-0.35,0.829
Ak1,0.33,0.848
Pdhx,-0.063,0.982
Tap2,-0.12,0.958
Dlat,-0.24,0.925
Pcif1,-0.028,0.99
Klc4,-0.21,0.929
Mkrn2,-0.2,0.945
Lipo1,0.22,0.937
Eif3m,0.35,0.82
Dcxr,0.27,0.844
Ing1,-0.24,0.907
Ap2a2,0.17,0.945
Eps15,0.18,0.952
Trpm7,-0.25,0.919
Ccdc174,0.21,0.934
Abt1,0.15,0.964
AC102096.1,0.071,0.982
Synj2bp,-0.27,0.908
Rmdn1,0.2,0.936
Ccdc97,0.087,0.975
Ap3d1,-0.13,0.963
Srpk1,0.18,0.945
Myh9,-0.16,0.954
Ikzf1,-0.38,0.795
Tomm40,-0.19,0.928
Gcc2,-0.31,0.87
Dtd2,-0.07,0.981
Gak,0.26,0.89
Suclg1,-0.35,0.82
Eprs,0.35,0.796
Ntmt1,-0.11,0.97
Mrpl33,0.27,0.885
Nprl2,-0.084,0.976
Elmod2,-0.27,0.925
Rptor,-0.38,0.854
Gorasp2,0.32,0.76
Hadh,-0.2,0.943
Sart1,0.21,0.937
Ms4a7,0.89,0.926
Apeh,-0.069,0.98
Thrsp,0.34,0.757
Pdcd6,-0.46,0.8
Rps27l,0.39,0.757
Gart,-0.26,0.91
Brf1,0.32,0.833
Cpsf4,-0.022,0.993
Nt5m,-0.036,0.99
Pdcd5,0.29,0.823
Dnal4,-0.018,0.994
Cant1,0.19,0.945
RP23-153M14.8,0.31,0.913
Brwd1,-0.19,0.941
Baz1b,-0.082,0.977
Ankfy1,-0.23,0.929
Oaf,0.74,0.83
Dstn,0.19,0.938
Mfsd5,0.32,0.768
Tspyl1,-0.32,0.85
Strip1,0.18,0.941
Tmem230,0.29,0.844
Haus3,0.12,0.967
Dtymk,0.18,0.941
Dnajc4,-0.083,0.977
B3galnt1,0.35,0.829
Chpt1,-0.089,0.974
Dusp22,0.13,0.958
Hsf1,0.33,0.869
