gene_name,logFC,adj.P.Val
RP23-211B19.2,-0.29,0.801
Pcgf5,-0.2,0.909
Alg1,0.33,0.598
Cib1,0.32,0.514
Pcif1,0.34,0.711
Abcg1,-0.32,0.823
Srek1ip1,0.36,0.617
Gpr146,-0.38,0.548
Far1,-0.33,0.552
Msn,-0.25,0.415
Ube2d2a,0.35,0.603
Kctd13,0.15,0.923
Bcs1l,0.016,0.995
Efr3a,-0.28,0.535
Zc3h8,0.1,0.961
Ogfod2,0.089,0.962
Thyn1,-0.42,0.65
Nup93,-0.28,0.84
Fam92a,-0.12,0.965
RP23-310J6.1,0.6,0.757
Rin3,0.1,0.951
Nfix,0.35,0.747
Tnfrsf11a,-0.4,0.63
Nt5c,0.35,0.638
Ep300,-0.41,0.752
Coq3,-0.15,0.932
Dnajc2,0.31,0.62
Dazap1,-0.25,0.829
Mxd4,-0.37,0.685
Aco1,0.42,0.737
Fem1c,-0.2,0.895
Tbc1d16,-0.1,0.961
Nfyc,-0.21,0.88
Gorasp1,-0.35,0.762
Usp10,-0.4,0.686
Gtpbp8,0.23,0.875
Tubg1,-0.36,0.732
Mga,0.35,0.739
Nfkbie,0.077,0.967
Afg3l1,0.37,0.695
Ranbp1,0.27,0.472
Ccdc34,0.3,0.834
Vti1a,-0.071,0.971
Cmc2,-0.073,0.966
Ctdp1,-0.36,0.763
Cdk2ap1,0.32,0.711
Fig4,-0.36,0.788
Cwc15,0.32,0.507
Dda1,-0.35,0.518
Mybbp1a,-0.2,0.91
Ndufs5,0.28,0.691
R3hdm1,0.34,0.631
Arhgef6,-0.38,0.566
Mtss1,-0.3,0.82
Gfm2,-0.24,0.853
Tfip11,-0.34,0.752
Wwc2,-0.033,0.989
AC102077.1,-0.25,0.862
Cd2bp2,0.027,0.989
Ahsa2,-0.4,0.647
Adrb1,-0.31,0.808
Gpn2,-0.029,0.991
Accs,-0.35,0.763
Hmg20a,0.33,0.656
Dync1h1,0.38,0.723
Psme3,-0.37,0.721
Zzz3,-0.37,0.636
Rnf139,-0.32,0.567
Gpatch1,-0.021,0.993
Josd2,0.23,0.858
Atg101,-0.31,0.55
Lrp12,0.007,1
Dek,0.31,0.507
Cd2ap,-0.38,0.646
Serpinb9,0.2,0.914
Tmem101,-0.26,0.877
Cd209a,-0.28,0.973
Apopt1,0.31,0.639
Rab6b,-0.31,0.791
Nvl,0.36,0.727
Setd5,-0.25,0.877
Smap2,-0.26,0.449
Ubxn8,-0.27,0.827
Thoc1,0.37,0.593
Tgfbi,-0.35,0.641
Tsr2,-0.042,0.987
Tufm,-0.18,0.912
Sod2,-0.36,0.571
Pdcd11,-0.36,0.755
Nudt13,0.25,0.88
Gm23849,-0.22,0.882
Abcb4,-0.32,0.814
Mrpl21,0.38,0.685
Eif4g1,0.32,0.723
Tmem184b,-0.35,0.687
Dcaf8,-0.38,0.613
Gpr183,0.24,0.445
RP23-407I21.4,-0.34,0.822
Arl6ip1,0.22,0.406
Hist3h2a,0.37,0.644
RP23-216P14.8,-0.33,0.574
Rcc1l,-0.099,0.957
Yipf2,0.13,0.938
Fam26f,0.36,0.812
Cdip1,-0.37,0.591
Pex6,-0.22,0.904
Eva1b,-0.27,0.841
P3h2,-0.4,0.552
Ggt5,0.018,0.994
Myo18a,-0.05,0.984
RP23-144K18.5,-0.39,0.717
Hfe,-0.31,0.484
Fgfr1op2,0.3,0.519
Nt5c3,0.39,0.726
Hs1bp3,-0.075,0.962
Phf11c,0.33,0.723
Ccl24,0.56,0.878
Gsk3b,-0.36,0.744
Dolpp1,-0.38,0.699
Cdc42ep4,0.065,0.974
Slc39a6,-0.27,0.816
Chpf2,0.027,0.99
Rps6kb2,0.042,0.981
Cnot3,-0.19,0.897
Cep350,-0.36,0.688
Appbp2,0.43,0.669
Pold4,0.25,0.821
Zdhhc3,-0.21,0.89
Erlin2,0.3,0.627
Tk2,-0.34,0.592
Zyx,-0.32,0.534
Slc25a25,-0.24,0.893
Arrb2,-0.29,0.518
Primpol,-0.23,0.884
Tank,0.3,0.823
Dph7,-0.059,0.975
Rap1b,-0.21,0.391
Armc10,-0.14,0.931
Decr2,0.049,0.981
Zmym3,-0.093,0.961
Gramd1a,-0.35,0.525
Mrps10,0.38,0.661
Rabepk,0.067,0.974
Sh3glb2,-0.21,0.89
Cds1,-0.31,0.686
Chchd3,-0.32,0.582
Gstt2,-0.31,0.847
Lmna,-0.29,0.837
Taz,0.31,0.509
Fbxo7,-0.39,0.712
Phospho2,0.35,0.695
Cyp2r1,-0.054,0.98
Maml2,-0.31,0.81
Cwc27,0.2,0.896
Tmem229b,-0.12,0.946
Kctd10,-0.3,0.838
Rcor1,-0.36,0.661
Sp3os,0.29,0.813
Exosc4,-0.34,0.592
Nuak2,-0.34,0.706
Uck1,-0.2,0.895
Eif2d,0.28,0.853
Kdelc2,-0.31,0.816
Abhd13,-0.28,0.848
Epb41l3,-0.17,0.904
Jam3,0.029,0.99
Exosc2,-0.013,0.996
Spidr,-0.077,0.969
Slc44a2,0.19,0.879
Rpl13a,0.064,0.972
Zyg11b,0.19,0.892
Sipa1l1,-0.32,0.827
Rb1,-0.32,0.735
Pccb,0.22,0.879
Tmem237,0.37,0.782
RP23-276B20.1,0.13,0.946
Uchl3,-0.39,0.579
Mettl17,-0.3,0.792
Adsl,0.33,0.709
Cops7a,0.3,0.552
Etnk1,0.39,0.709
Slc2a8,0.33,0.569
Camk1,-0.23,0.43
Pcmtd1,-0.32,0.723
Tmem52,-0.01,1
Rpe,-0.31,0.795
Krr1,0.34,0.724
Rev1,-0.055,0.974
Cpsf6,-0.32,0.611
Zfp84,-0.036,0.988
Kif21b,-0.2,0.896
Sh2b2,-0.35,0.748
Ppp2r5c,-0.32,0.607
Rnpc3,0.11,0.948
Cluap1,0.14,0.926
Lias,0.39,0.758
Tada1,-0.39,0.604
Eif2b5,-0.3,0.758
Gps2,0.33,0.622
Dnajc5,-0.36,0.599
Bet1l,0.3,0.834
Ccdc22,0.089,0.958
Prmt6,0.05,0.984
Fbxw5,0.35,0.7
Mcrs1,-0.3,0.708
Dera,-0.29,0.822
Qdpr,0.54,0.552
Bloc1s5,0.36,0.732
Prdx3,0.38,0.552
Hist1h4d,-0.21,0.87
Tgif1,-0.3,0.461
Dock11,0.24,0.868
Slc38a7,-0.097,0.947
Gpatch11,-0.26,0.853
Pik3c3,0.06,0.974
Atp6v0a1,0.3,0.718
Fbxw4,0.34,0.552
Ttc19,-0.079,0.983
Pdpk1,-0.33,0.813
Ftsj3,-0.3,0.74
Etfdh,0.38,0.649
Slc25a51,-0.12,0.935
Hnrnph3,0.39,0.674
Eci2,0.35,0.653
Zfp593,-0.13,0.935
Rhno1,-0.062,0.973
Tlr13,0.31,0.533
Zeb2os,-0.28,0.771
Pdik1l,0.29,0.866
Kif13b,0.19,0.914
Mccc1,0.13,0.928
Tpra1,0.33,0.621
Gne,-0.17,0.917
Fbxl15,0.26,0.843
Pacs2,-0.2,0.91
Naa40,-0.25,0.847
Pias4,0.063,0.968
Gnl1,0.048,0.98
Hnrnpm,0.27,0.535
Rufy3,-0.096,0.955
Pigf,-0.032,0.988
Wac,-0.29,0.694
Pten,-0.34,0.611
Uros,0.31,0.748
Rnaseh1,0.21,0.872
B4galt7,0.053,0.981
Lpgat1,-0.29,0.756
Znhit3,-0.36,0.67
Mrps33,0.27,0.743
Vcam1,-0.071,0.98
Pycr2,0.33,0.613
Zranb1,0.24,0.885
Birc6,-0.36,0.781
Cox16,0.16,0.901
Tuba4a,-0.0027,1
Stip1,0.26,0.833
Syngr2,0.24,0.425
Mbtps2,-0.14,0.941
Ralgapa1,-0.028,0.992
Cpsf1,-0.094,0.956
Sphk2,-0.32,0.791
Fyco1,0.29,0.778
Cul4a,-0.25,0.84
Rilpl1,-0.31,0.552
Decr1,-0.01,0.999
AC152939.2,-0.21,0.894
Tbc1d19,-0.34,0.723
N4bp1,0.26,0.842
Rdh11,-0.032,0.989
Zscan26,-0.073,0.965
Necap1,0.37,0.706
Fubp3,0.18,0.9
Plxna4os1,0.37,0.603
Hnrnpul1,-0.28,0.761
Terf1,0.2,0.886
RP24-353D23.1,-0.014,0.996
Dgcr14,-0.3,0.709
Inpp5k,-0.35,0.564
Chmp1a,-0.29,0.684
Nsd3,-0.29,0.867
Pspc1,-0.0064,1
Csnk2a1,-0.14,0.932
Ei24,-0.34,0.756
Cinp,0.28,0.778
Ccser2,-0.041,0.986
Phkb,-0.32,0.833
RP24-547D11.2,0.044,0.986
Slc7a11,-0.13,0.958
Emc4,0.26,0.558
Bola1,0.37,0.607
Bbs9,0.33,0.607
Dnm2,-0.33,0.485
RP24-251F16.4,-0.31,0.621
Ttc17,0.25,0.872
Alyref,-0.32,0.524
Ugp2,-0.35,0.637
Rabif,0.35,0.742
Rmi1,0.12,0.926
Zfp655,-0.31,0.646
Trmt1,-0.29,0.805
Arl2bp,-0.085,0.96
Ccl12,-0.67,0.419
St3gal2,-0.34,0.725
RP23-235I2.1,0.17,0.905
Tet3,-0.072,0.965
Ppp2r3d,-0.21,0.862
Smagp,0.045,0.98
Retreg1,-0.34,0.575
Spred1,-0.37,0.758
Uggt1,0.074,0.965
Smarcc2,0.11,0.944
Eny2,0.35,0.622
Txlna,-0.4,0.664
Mpp5,-0.19,0.91
RP23-39I7.3,-0.064,0.974
Smim1,0.2,0.894
Men1,-0.23,0.87
Prkag1,0.34,0.677
Chp1,0.05,0.981
Fam151b,-0.13,0.935
Xpo6,-0.33,0.764
Cep164,-0.26,0.871
Fam72a,-0.27,0.858
Plpp7,0.2,0.892
Eml4,0.37,0.61
Bcl7b,0.32,0.566
Rab33b,0.017,0.995
Heatr3,0.2,0.9
Ubp1,-0.33,0.724
Slc29a3,-0.45,0.515
Tcerg1,-0.33,0.625
RP23-222G22.7,0.33,0.632
RP23-281H4.3,-0.37,0.661
Phf20,-0.38,0.621
Chchd6,0.077,0.975
Pafah1b1,-0.32,0.613
Mrps2,0.3,0.763
Tom1l1,-0.36,0.639
Ggps1,-0.33,0.61
Olfml3,0.26,0.493
Tubgcp3,0.086,0.958
Mtmr2,0.29,0.773
Nol12,0.23,0.861
RP23-325K4.10,0.022,0.99
Rab40c,0.27,0.816
Ggnbp2,-0.3,0.536
Gcdh,-0.14,0.934
Mrpl15,0.34,0.636
Lrrc75a,-0.13,0.938
Fbxl12,-0.31,0.785
Zfp871,-0.32,0.752
Lsm8,-0.37,0.603
Phc3,-0.1,0.948
Hsdl2,0.25,0.869
Vars,0.069,0.968
Xrn1,-0.36,0.781
Rpl8,0.3,0.511
Zfp830,0.34,0.774
Uvrag,-0.33,0.597
Nhlrc2,0.32,0.827
Sipa1l2,-0.37,0.712
Ccdc191,0.2,0.883
Atp9b,0.32,0.769
Rlim,-0.36,0.657
Plpp5,0.31,0.826
Samhd1,-0.32,0.664
Hddc2,-0.26,0.864
Ccdc71l,-0.19,0.918
Zscan29,-0.3,0.747
Cox7b,0.36,0.52
Scrn3,-0.32,0.743
Amz2,0.24,0.834
Catip,0.17,0.914
Anxa6,0.24,0.842
Pik3ca,-0.031,0.991
Abhd11,-0.35,0.768
Gopc,-0.3,0.77
Ankrd46,-0.36,0.74
Elp5,0.35,0.674
RP23-288B18.1,0.32,0.742
Acox1,-0.27,0.825
Fbxl17,0.22,0.861
Sirt7,-0.29,0.514
Glg1,-0.45,0.599
Mpc1,0.27,0.766
Pcm1,0.0079,1
Tmem110,-0.27,0.828
Tmco1,-0.28,0.45
Ppp1r21,-0.27,0.758
Sec23ip,-0.18,0.89
Aebp2,-0.3,0.816
Impdh2,0.12,0.919
Zhx1,-0.33,0.774
Polr3c,-0.17,0.89
Kctd20,0.3,0.736
Zfp69,-0.086,0.962
Ugcg,0.066,0.97
Trip12,-0.32,0.772
Cars2,0.29,0.852
Map7d1,-0.37,0.635
Smarcc1,-0.19,0.89
Rnf180,-0.33,0.581
Trip4,0.28,0.82
Agmo,-0.37,0.587
Prmt7,-0.31,0.72
Ddx58,-0.15,0.933
Mavs,0.31,0.751
Endod1,-0.32,0.713
Btbd19,-0.11,0.938
B4galnt1,-0.3,0.768
Tmsb4x,0.34,0.301
Pigq,0.34,0.748
Eva1a,0.37,0.687
Traf7,0.24,0.837
Parp1,0.33,0.662
Ddx18,-0.27,0.712
Pdcd7,-0.18,0.914
Scyl3,0.13,0.929
Kifap3,-0.19,0.882
Asb8,-0.3,0.73
Ptpn18,0.27,0.477
Dhx8,0.19,0.91
Cgrrf1,-0.35,0.568
Coa6,0.3,0.784
Znfx1,0.31,0.83
Tomm40l,0.19,0.881
Ndufaf4,-0.35,0.674
Polr2d,0.33,0.661
Zbtb38,0.16,0.906
AC115896.3,-0.2,0.9
Fam32a,0.31,0.525
Abhd17b,0.047,0.98
Mettl14,0.032,0.987
Agtrap,-0.26,0.82
Rufy1,0.39,0.706
Susd6,-0.3,0.803
Ict1,0.32,0.7
Abca9,-0.34,0.559
Rnf168,0.068,0.97
Eral1,-0.033,0.989
Gpsm3,-0.26,0.747
Ubxn2a,-0.28,0.838
Rpap3,-0.053,0.975
Ddx42,-0.29,0.638
Anapc4,-0.3,0.761
Leo1,0.29,0.776
Nob1,-0.25,0.784
Pex5,-0.25,0.847
Psmd6,0.27,0.539
Ankfy1,-0.34,0.714
Daxx,-0.29,0.808
Srrt,-0.28,0.829
Osbp,-0.036,0.984
Spast,-0.26,0.865
Irak4,0.14,0.935
Zmym5,-0.34,0.697
Rsl1d1,-0.28,0.516
Ptbp3,-0.35,0.613
Thoc3,-0.27,0.752
Gspt1,-0.27,0.557
Rbm4b,-0.12,0.948
Zfp207,-0.27,0.532
Tmem243,-0.29,0.478
Cdc37,0.28,0.609
Mcoln1,-0.29,0.728
Nrbp1,-0.32,0.651
Phf20l1,0.32,0.598
Cacna1s,0.16,0.919
Arid3b,-0.054,0.974
Cs,0.34,0.654
Liph,-0.33,0.768
G6pdx,0.36,0.616
Nipa1,0.042,0.983
Slc7a6os,0.036,0.986
Fam188a,0.18,0.891
Psap,-0.28,0.506
Samd8,-0.11,0.946
Dstn,0.3,0.712
Anapc11,0.32,0.583
Tti1,-0.23,0.871
Ilk,-0.25,0.493
Max,-0.014,0.995
Pstk,-0.3,0.779
Pde12,-0.2,0.891
Prkch,0.33,0.75
Pdcl,-0.27,0.821
Kat6a,-0.28,0.781
Sco2,0.14,0.923
Ppt2,0.26,0.697
Ddhd2,0.26,0.828
Chpt1,0.3,0.732
Gstk1,-0.27,0.818
Mrfap1,0.24,0.541
Gimap1,-0.16,0.909
Dlst,-0.27,0.665
B4galt3,-0.3,0.604
Esf1,-0.31,0.624
RP23-282C23.7,-0.027,0.988
Eif1ax,0.32,0.696
Anp32b,0.31,0.68
Keap1,-0.28,0.771
Camta2,-0.2,0.87
Ggcx,-0.075,0.965
Bhlhe41,-0.096,0.955
Atf6b,-0.26,0.777
Trappc5,-0.31,0.701
Usp40,0.095,0.961
Ppm1a,0.25,0.816
Wapl,-0.37,0.629
Mrps27,-0.21,0.878
Qpctl,-0.14,0.938
Ss18,-0.32,0.593
Trmt6,0.34,0.747
Tmub1,0.17,0.91
Dmxl1,-0.19,0.901
Psma4,-0.29,0.538
Unk,0.21,0.891
Sf3b2,0.33,0.528
Gpatch2,0.13,0.932
Smyd3,0.0063,1
Rnf111,-0.32,0.715
Extl2,-0.19,0.909
Zfp143,-0.13,0.936
Nfya,0.015,0.995
Myo7a,0.22,0.875
Dnajb2,0.15,0.92
Ube2z,-0.28,0.797
Prkcb,-0.32,0.582
Dctn6,0.33,0.641
Mut,-0.26,0.852
RP23-138C14.7,0.084,0.969
Slc33a1,-0.036,0.986
Sfswap,-0.035,0.986
Osbpl2,0.34,0.691
Ptgr2,0.36,0.654
Odc1,0.082,0.956
Mcrip2,0.22,0.868
Cetn3,-0.31,0.524
RP23-12I24.9,-0.034,0.986
Galnt4,-0.34,0.751
Orc5,0.32,0.762
Dnm1l,-0.3,0.654
Trmt12,0.26,0.826
Peak1,-0.28,0.86
Arfip1,-0.21,0.852
Tchp,-0.045,0.981
Zdhhc20,-0.27,0.514
Eps15,0.34,0.777
Usp1,-0.23,0.865
Hsd17b10,0.33,0.635
Hilpda,-0.07,0.973
Herc1,-0.017,0.995
Sema4d,-0.27,0.72
Vps52,0.27,0.785
Amn1,-0.083,0.96
Hipk1,0.063,0.978
Dcun1d1,-0.27,0.786
Aptx,-0.18,0.886
Tsen15,0.089,0.96
Dgkd,-0.34,0.728
Atp11b,-0.032,0.986
Med22,-0.32,0.724
Mpv17,0.3,0.592
Smchd1,-0.37,0.663
Gdap2,-0.32,0.745
Usp34,0.24,0.869
Slc39a9,-0.13,0.934
Zfp281,-0.26,0.845
Rad17,-0.14,0.932
Dctn1,-0.076,0.961
Wdr36,0.027,0.988
Prpf8,0.18,0.924
Gpr160,-0.37,0.613
Neurl1a,0.22,0.869
Cnot10,0.11,0.95
Exoc6,0.017,0.994
Lcmt2,-0.26,0.848
Itpa,-0.0045,1
Safb2,-0.28,0.748
Sigmar1,0.25,0.788
Oaz1,0.23,0.491
Rnf113a2,-0.18,0.917
RP23-70J9.6,-0.055,0.974
Sec61a2,-0.36,0.795
Twistnb,-0.29,0.69
Sepp1,-0.25,0.359
Ptcd2,0.23,0.822
Ckap4,-0.12,0.946
Rps13,0.26,0.568
Mfn2,-0.11,0.948
Opa1,-8.8e-4,1
Tnfrsf13b,-0.26,0.557
Ppil2,0.29,0.598
Axin1,-0.22,0.904
Cltb,0.25,0.725
Taok1,-0.33,0.782
Fam46c,0.33,0.561
Ppcs,-0.23,0.853
Dus2,0.19,0.901
Elmo2,0.33,0.729
Lpin1,-0.36,0.69
Rab9,0.29,0.812
Mafk,-0.27,0.798
Prr14l,-0.025,0.989
Memo1,0.14,0.917
Lilra5,-0.085,0.956
Exoc6b,-0.037,0.984
Gnaq,0.21,0.895
Tln2,-0.39,0.686
L3mbtl2,-0.038,0.985
Polr3e,0.14,0.938
RP23-372O9.2,-0.29,0.732
RP23-89C10.1,0.32,0.719
Pum1,-0.27,0.747
Brf1,0.29,0.619
Evi2a,0.27,0.433
Hdac10,0.19,0.882
Psip1,-0.26,0.758
Nudt6,0.19,0.877
Churc1,0.23,0.829
Secisbp2,0.3,0.74
Vezf1,-0.17,0.901
Maip1,-0.13,0.919
RP23-465M17.1,0.39,0.708
Tlr1,0.32,0.762
Ganab,-0.25,0.821
Ap5s1,-0.19,0.897
Rif1,-0.3,0.744
Snrpc,0.17,0.885
Copa,-0.31,0.534
Sbds,0.25,0.536
Riok1,-0.089,0.962
Ap1s2,0.27,0.725
Zrsr2,0.3,0.763
Elp3,0.31,0.805
RP24-64D24.4,-0.69,0.691
Dnajc12,-0.054,0.981
Phlda1,-0.038,0.988
Hars2,-0.26,0.787
Ss18l2,-0.27,0.778
Amz1,0.3,0.733
Tada3,-0.18,0.868
Cog8,0.25,0.767
Chd7,-0.31,0.537
Emc1,-0.36,0.723
Prpf4,-0.072,0.966
Lypla2,-0.13,0.915
Pkp4,-0.17,0.897
Xpot,-0.26,0.804
Rxrb,-0.3,0.664
Crebbp,-0.25,0.897
Klk8,-0.38,0.601
Cebpz,-0.26,0.575
Hs6st1,-0.22,0.856
Il15,-0.32,0.735
Zfp839,0.15,0.921
Lrrcc1,0.17,0.91
Serpine1,0.53,0.712
Reps1,-0.22,0.817
Nifk,-0.32,0.661
Sptlc1,0.16,0.905
Gbf1,-0.026,0.988
Ywhah,0.2,0.468
Dnmt3a,0.39,0.712
Sfpq,-0.31,0.742
Thoc6,-0.18,0.9
Gtf2h1,-0.25,0.799
Lztfl1,0.081,0.957
Stk11ip,-0.33,0.768
Trip11,0.31,0.656
RP23-152P5.2,-0.11,0.939
Spopl,0.081,0.967
Mib2,0.016,0.994
Tctex1d2,0.38,0.795
Ccm2,-0.28,0.684
Rbmxl1,0.16,0.888
Cds2,-0.022,0.99
Ppp3r1,0.089,0.953
Tspan7,0.28,0.492
Ivd,0.22,0.845
Ripk1,-0.25,0.811
Ube2j2,0.29,0.674
Prpf39,-0.33,0.614
Arid1a,-0.31,0.78
Rbbp5,0.14,0.917
Rrs1,0.078,0.958
App,-0.31,0.581
Bad,0.29,0.722
Mkrn1,-0.26,0.545
Top3b,-0.21,0.87
Zfp444,-0.16,0.898
Gnpda1,0.27,0.706
Rcc2,-0.13,0.924
Cdc23,0.31,0.797
Cd200r1,0.29,0.813
Imp3,0.24,0.812
Tinf2,-0.21,0.89
Nde1,-0.33,0.66
Morc3,-0.31,0.575
Spata13,-0.37,0.7
Setd8,0.16,0.902
Ccnc,-0.11,0.938
Tbc1d17,0.29,0.697
Gtf2f2,0.12,0.946
Fads1,-0.3,0.718
Mast3,-0.13,0.948
Fkbp8,0.27,0.665
Tbccd1,0.25,0.863
Cd320,0.054,0.975
Coro1a,-0.21,0.788
Luc7l2,-0.36,0.684
Bloc1s2,-0.18,0.874
Kti12,0.096,0.958
Arid4a,-0.29,0.559
Stambp,0.28,0.784
Ift46,-0.23,0.859
Rnf122,-0.21,0.85
Golga4,0.31,0.745
Ipmk,-0.078,0.961
Zfyve21,0.34,0.609
Ets2,-0.27,0.757
Atl2,-0.25,0.827
Fnip1,0.24,0.853
Isy1,-0.12,0.932
Ptpn11,-0.25,0.857
Ubr2,-0.18,0.904
Ldlrap1,-0.14,0.919
Mrpl1,0.14,0.913
Micu1,0.31,0.698
Rwdd1,0.27,0.757
Hectd1,0.4,0.74
Arhgef1,0.29,0.66
Fkbp5,-0.35,0.751
Gle1,-0.27,0.754
Tspan33,-0.13,0.91
Usf1,-0.29,0.691
Fastkd2,0.17,0.903
Anks3,-0.29,0.706
Rfng,0.099,0.951
Atxn7l1,0.041,0.986
Rpa1,0.28,0.754
Zmat2,0.28,0.738
Phactr2,-0.076,0.961
Rnf126,-0.11,0.923
Zfp938,-0.07,0.973
Ostf1,-0.22,0.499
RP23-359F12.1,0.16,0.909
Smc5,-0.038,0.98
Xbp1,-0.24,0.455
Dnajc25,-0.27,0.724
Cyb561d2,0.3,0.654
Baz2b,0.29,0.731
Siae,-0.082,0.962
Slc35f5,0.11,0.935
Capn7,0.18,0.879
Sptlc2,-0.25,0.581
Adam17,0.29,0.567
Rbm48,-0.13,0.919
Gorasp2,0.26,0.552
Hmces,-0.18,0.89
Mrps15,-0.26,0.599
Gbe1,0.15,0.91
Trim21,0.04,0.98
Tiparp,0.31,0.774
Vegfb,0.26,0.73
Cnep1r1,0.05,0.979
Exosc10,-0.2,0.867
Bsdc1,-0.063,0.97
Mogs,-0.36,0.642
Sfmbt1,-0.18,0.894
Sdhaf1,0.02,0.991
Dnajc18,0.077,0.954
Mettl16,-0.26,0.863
Manf,0.25,0.514
Pot1a,0.047,0.979
Gmpr,0.3,0.606
Ccng1,0.24,0.778
Slc39a8,0.023,0.99
Polb,-0.27,0.727
Nudt3,0.17,0.891
Ttc13,0.16,0.89
Nat6,-0.063,0.964
Zfp131,0.17,0.9
Fbxo3,0.32,0.73
RP23-387F9.3,-0.32,0.817
Sharpin,-0.31,0.686
Taf13,0.17,0.865
Tex261,0.29,0.586
Stradb,0.25,0.803
Dcxr,0.24,0.665
Mtg2,0.18,0.904
Tfam,-0.053,0.977
Rab29,-0.3,0.806
Naa15,0.24,0.838
Cox17,0.18,0.868
Dpy19l1,-0.33,0.726
RP24-88J19.3,-0.15,0.908
Slc17a5,0.062,0.974
Epsti1,0.18,0.882
Rnf44,0.16,0.916
Abcf2,0.21,0.846
Apmap,0.31,0.748
Prkca,-0.22,0.816
Fbxl4,-0.17,0.905
Akirin1,0.24,0.613
RP23-221O14.10,-0.24,0.82
Dcakd,0.21,0.877
Sod1,-0.26,0.763
Pold2,-0.088,0.961
Orc2,-0.22,0.869
Mark3,-0.27,0.607
Gfm1,0.048,0.976
Nudt22,-0.21,0.863
Relb,-0.24,0.83
Trmt10c,-0.25,0.816
RP23-386A17.6,0.012,0.996
Tdrd7,-0.065,0.968
Klhl7,0.3,0.666
Eif2s1,0.27,0.61
Tcta,-0.25,0.842
Sar1b,-0.24,0.526
Rpl5,0.29,0.619
Hccs,-0.31,0.768
Uqcrb,0.3,0.52
Kdm5b,-0.16,0.904
Fut11,0.26,0.728
Map3k4,-0.19,0.88
Hck,-0.24,0.518
Eif3f,0.32,0.637
Nop9,0.25,0.842
Ints12,0.0041,1
Otub1,0.26,0.606
Rab11fip2,0.05,0.974
Chfr,-0.094,0.948
Dusp12,-0.28,0.748
Ciapin1,0.27,0.751
Pafah1b2,-0.28,0.663
Hint2,0.32,0.594
Fbl,-0.27,0.698
Fam234a,0.18,0.882
Rwdd4a,-0.014,0.995
Klhdc2,-0.28,0.657
Zcchc9,-0.26,0.823
P2ry13,-0.27,0.416
Capns1,-0.23,0.758
Fam208a,-0.27,0.826
Ddx10,0.039,0.983
Ipo9,-0.29,0.724
Rhoa,-0.26,0.567
Dynlt3,0.34,0.633
Uqcc1,0.06,0.973
Ctbs,-0.31,0.781
RP23-218F13.7,0.16,0.897
Rnf149,0.15,0.875
Mrpl30,0.28,0.746
Srp9,-0.29,0.558
Kbtbd4,-0.11,0.942
Ebag9,-0.15,0.91
Kif1b,0.031,0.988
Eif3h,0.26,0.662
Wbp1,0.12,0.92
Ctr9,0.17,0.879
Pink1,0.26,0.61
Fbxo8,0.12,0.932
Mlycd,-0.33,0.751
Tefm,0.24,0.821
Mrc1,-0.075,0.986
Kat8,-0.22,0.861
Ap1s1,0.3,0.684
Armc8,-0.2,0.866
Sypl,-0.27,0.538
Fam117b,-0.26,0.83
Aamp,0.24,0.657
Nufip1,-0.0097,0.997
Akt1,-0.26,0.664
Cxcl2,0.29,0.969
Armc3,-0.14,0.922
Cnot2,-0.31,0.583
Aqr,-0.2,0.871
Sumo3,0.3,0.547
Otud6b,-0.04,0.981
Slc25a36,0.098,0.948
Ndufs2,0.28,0.597
Prkrip1,0.096,0.95
Psmg1,0.23,0.827
Ppil3,-0.077,0.968
Ripk2,-0.24,0.82
Aip,0.15,0.903
Ccdc106,-0.11,0.932
Haus7,0.074,0.965
Atg10,0.033,0.987
Fnbp1,-0.17,0.89
RP23-32M15.2,0.14,0.923
Ehd4,0.29,0.552
Polr2k,0.13,0.919
Wdr83,-0.098,0.949
Usp39,0.047,0.974
Rnf220,-0.27,0.685
Pum3,0.25,0.758
Gosr1,0.13,0.917
Map3k8,-0.32,0.556
Glt8d1,0.27,0.674
Eif2b1,-0.3,0.814
Creb1,-0.24,0.794
Ikbip,0.007,1
Tmem161a,-0.12,0.923
Smg6,0.069,0.969
Ube2q1,-0.23,0.7
Fam76b,-0.26,0.751
Cmtm8,-0.19,0.875
B3gat3,-0.17,0.861
Lmf1,0.25,0.727
Gtf3c2,0.18,0.852
Brk1,0.24,0.484
Cast,-0.058,0.965
H2-K2,-0.27,0.78
Psmg2,0.084,0.951
RP23-343E20.2,0.14,0.916
Vgll4,0.29,0.592
Arih2,-0.23,0.832
Acaa1a,0.26,0.677
B4gat1,-0.26,0.63
Frg1,-0.28,0.63
Anapc2,-0.27,0.728
RP24-351O18.5,-0.22,0.839
Ndufaf2,0.15,0.915
Slc44a1,-0.18,0.903
Hspa5,0.23,0.415
Reep5,0.25,0.712
Snrpd1,0.32,0.752
Acp1,0.14,0.9
Tmem173,-0.27,0.474
Med20,-0.21,0.832
Mdh1,0.22,0.489
Mrpl40,-0.29,0.706
Trp53i13,0.06,0.963
Cab39l,0.087,0.949
Ghitm,0.21,0.493
Spg7,0.17,0.894
Nat9,-0.12,0.937
Pcna,-0.25,0.724
Snhg5,-0.14,0.927
Nup62,0.2,0.868
Snip1,-0.16,0.892
Copb2,0.27,0.666
Mtmr10,-0.0032,1
Pigs,0.22,0.815
Ssr3,-0.3,0.616
Dhx9,-0.066,0.971
Tmem167b,0.057,0.973
